Table,Unit,Variety,Year,Attribute,Value
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only,2019,CA,38
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only,2019,GA,1
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only,2019,LA,4
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only,2019,MS,4
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only,2019,MO,17
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only,2019,NC,6
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only,2019,TN,3
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only,2019,TX,7
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only,2020,AL,3
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only,2020,AR,12
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only,2020,CA,17
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only,2020,GA,3
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only,2020,LA,6
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only,2020,MS,3
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only,2020,MO,15
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only,2020,NC,4
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only,2020,TN,1
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Herbicide-tolerant only,2020,TX,8
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Stacked gene varieties,2000,AL,
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Stacked gene varieties,2000,AR,14
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Stacked gene varieties,2000,CA,4
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Stacked gene varieties,2000,GA,32
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Stacked gene varieties,2000,LA,30
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Stacked gene varieties,2000,MS,36
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Stacked gene varieties,2000,MO,
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Stacked gene varieties,2000,NC,36
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Stacked gene varieties,2000,TN,
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Stacked gene varieties,2000,TX,6
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Stacked gene varieties,2001,AL,
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Stacked gene varieties,2001,AR,28
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Stacked gene varieties,2001,CA,2
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Stacked gene varieties,2001,GA,29
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Stacked gene varieties,2001,LA,47
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Stacked gene varieties,2001,MS,61
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Stacked gene varieties,2001,MO,
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Stacked gene varieties,2001,NC,38
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Stacked gene varieties,2001,TN,
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Stacked gene varieties,2001,TX,6
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Stacked gene varieties,2002,AL,
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Stacked gene varieties,2002,AR,26
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Stacked gene varieties,2002,CA,1
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Stacked gene varieties,2002,GA,30
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Stacked gene varieties,2002,LA,49
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Stacked gene varieties,2002,MS,47
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Stacked gene varieties,2002,MO,
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Stacked gene varieties,2002,NC,45
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Stacked gene varieties,2002,TN,
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Stacked gene varieties,2002,TX,4
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Stacked gene varieties,2003,AL,
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Stacked gene varieties,2003,AR,46
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Stacked gene varieties,2003,CA,3
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Stacked gene varieties,2003,GA,47
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Stacked gene varieties,2003,LA,46
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Stacked gene varieties,2003,MS,61
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Stacked gene varieties,2003,MO,
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Stacked gene varieties,2003,NC,48
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Stacked gene varieties,2003,TN,
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Stacked gene varieties,2003,TX,6
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Stacked gene varieties,2004,AL,
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Stacked gene varieties,2004,AR,45
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Stacked gene varieties,2004,CA,7
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Stacked gene varieties,2004,GA,58
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Stacked gene varieties,2004,LA,60
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Stacked gene varieties,2004,MS,58
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Stacked gene varieties,2004,MO,
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Stacked gene varieties,2004,NC,46
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Stacked gene varieties,2004,TN,
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Stacked gene varieties,2004,TX,8
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Stacked gene varieties,2005,AL,54
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Stacked gene varieties,2005,AR,42
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Stacked gene varieties,2005,CA,5
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Stacked gene varieties,2005,GA,55
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Stacked gene varieties,2005,LA,64
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Stacked gene varieties,2005,MS,59
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Stacked gene varieties,2005,MO,16
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Stacked gene varieties,2005,NC,54
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Stacked gene varieties,2005,TN,75
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Stacked gene varieties,2005,TX,14
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Stacked gene varieties,2006,AL,60
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Stacked gene varieties,2006,AR,45
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Stacked gene varieties,2006,CA,8
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Stacked gene varieties,2006,GA,64
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Stacked gene varieties,2006,LA,68
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Stacked gene varieties,2006,MS,69
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Stacked gene varieties,2006,MO,25
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Stacked gene varieties,2006,NC,60
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Stacked gene varieties,2006,TN,67
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Stacked gene varieties,2006,TX,18
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Stacked gene varieties,2007,AL,60
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Stacked gene varieties,2007,AR,47
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Stacked gene varieties,2007,CA,6
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Stacked gene varieties,2007,GA,68
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Stacked gene varieties,2007,LA,68
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Stacked gene varieties,2007,MS,62
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Stacked gene varieties,2007,MO,23
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Stacked gene varieties,2007,NC,64
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Stacked gene varieties,2007,TN,71
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Stacked gene varieties,2007,TX,28
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Stacked gene varieties,2008,AL,65
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Stacked gene varieties,2008,AR,64
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Stacked gene varieties,2008,CA,8
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Stacked gene varieties,2008,GA,73
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Stacked gene varieties,2008,LA,73
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Stacked gene varieties,2008,MS,66
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Stacked gene varieties,2008,MO,19
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Stacked gene varieties,2008,NC,62
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Stacked gene varieties,2008,TN,73
